828,simple,AHP003,"PAPEL HIGIENICO ELITE GOLD 225H",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
829,simple,AHP004,"PAPEL HIGIENICO SUTIL 260H",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
830,simple,AHP005,"PAPEL HIGIENICO SUTIL 400H",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
831,simple,AHP007,"SERVILLETA ELITE GOLD 200UND",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
832,simple,AHP008,"SERVILLETA ELITE ULTRA 225UND",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
833,simple,AHP009,"SERVILLETA GARDENIA 50UND",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
834,simple,AHP012,"TOALLIN ABSORBENTE SUTIL BLANCO",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
835,simple,AL001,"DETERGENTE SOFT LAVANDA 500GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
836,simple,AL002,"JABON PURO PARA LAVAR 200GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
837,simple,AL003,"DETERGENTE FLORAL 400GRS",1,0,visible,"Es un producto que permite eliminar las bacterias, los virus o los microorganismos.","Es un producto que permite eliminar las bacterias, los virus o los microorganismos.",,,taxable,,1,,,0,1,,,,,1,,,"75,86",Víveres,,,,,,,,,,,,0,,,,
838,simple,AL004,"DETERGENTE FLORAL 900GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
839,simple,AL005,"SUAVIZANTE LAS LLAVES BEBE 530CC",1,0,visible,"Suavizante Las Llaves con formula suave y fresca ideal para el cuidado de la ropa al momento de lavarla, dejando una fragancia deliciosa a bebé","Suavizante Las Llaves con formula suave y fresca ideal para el cuidado de la ropa al momento de lavarla, dejando una fragancia deliciosa a bebé",,,taxable,,1,,,0,1,,,,,1,,,"112,88",Víveres,,,,,,,,,,,,0,,,,
840,simple,AL006,"LAVAPLATOS LIQ LAS LLAVES 500CC",1,0,visible,"El lavaplatos líquido ideal para el uso diario que corta la grasa, elimina el 99.9% de las bacterias y, además, cuida de tus manos porque contiene vitamina E y calcio.","El lavaplatos líquido ideal para el uso diario que corta la grasa, elimina el 99.9% de las bacterias y, además, cuida de tus manos porque contiene vitamina E y calcio.",,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
841,simple,AL007,"JABON MULTIUSO CREMA 250GR",1,0,visible,"Es una panela de jabon de aseo personal o de limpieza del hogar.","Es una panela de jabon de aseo personal o de limpieza del hogar.",,,taxable,,1,,,0,1,,,,,1,,,"87,96",Víveres,,,,,,,,,,,,0,,,,
842,simple,AL008,"JABON MULTIUSO CREMA 500GR",1,0,visible,"Es una panela de jabon de aseo personal o de limpieza del hogar.","Es una panela de jabon de aseo personal o de limpieza del hogar.",,,taxable,,1,,,0,1,,,,,1,,,"162,72",Víveres,,,,,,,,,,,,0,,,,
843,simple,AL009,"DESINFECTANTE MAREA CRISTALINA 1LT",1,0,visible,"Es un producto que permite eliminar las bacterias, los virus o los microorganismos.","Es un producto que permite eliminar las bacterias, los virus o los microorganismos.",,,taxable,,1,,,0,1,,,,,1,,,"135,6",Víveres,,,,,,,,,,,,0,,,,
